date,recession_prob,reprise_prob,boom_prob,ralentissement_prob,cycle_phase,markov_prob,kalman_prob,blended_prob
1980-07-31,0.7871934350395402,7.784128233788042e-09,0.2127292645648176,7.729261151391152e-05,recession_prob,0.7872320813452972,0.0713141757708753,0.557005726137059
1980-08-31,0.7871934350395402,7.784128233788042e-09,0.2127292645648176,7.729261151391152e-05,recession_prob,0.7872320813452972,0.10262878180372,0.5941834310339412
1980-09-30,0.6178015968193622,0.0001775387485948,0.2022811370832739,0.179739727348769,recession_prob,0.7076714604937467,0.149497157623281,0.5901966112204916
1980-10-31,0.6178015968193622,0.0001775387485948,0.2022811370832739,0.179739727348769,recession_prob,0.7076714604937467,0.2211423865679994,0.6695559866030967
1980-11-30,0.6178015968193622,0.0001775387485948,0.2022811370832739,0.179739727348769,recession_prob,0.7076714604937467,0.2988233920273027,0.7556010193728259
1980-12-31,0.0715895495076293,0.0004445181250425,0.1213332050668969,0.8066327273004311,ralentissement_prob,0.4749059131578448,0.3075284819407313,0.5540020352091082
1981-01-31,0.0715895495076293,0.0004445181250425,0.1213332050668969,0.8066327273004311,ralentissement_prob,0.4749059131578448,0.3059385778616298,0.5526110187289486
1981-02-28,0.0715895495076293,0.0004445181250425,0.1213332050668969,0.8066327273004311,ralentissement_prob,0.4749059131578448,0.2906556994570865,0.5392399380427413
1981-03-31,0.0764034821206599,0.0005067775684765,0.0104185523115818,0.9126711879992816,ralentissement_prob,0.5327390761203008,0.2865016662655789,0.5868747451716633
1981-04-30,0.0764034821206599,0.0005067775684765,0.0104185523115818,0.9126711879992816,ralentissement_prob,0.5327390761203008,0.3010244258831435,0.6004206905600676
1981-05-31,0.0764034821206599,0.0005067775684765,0.0104185523115818,0.9126711879992816,ralentissement_prob,0.5327390761203008,0.3283382469893685,0.6258973588240031
1981-06-30,0.8889932423975655,0.0003177112713947,0.0098408476095977,0.1008481987214421,recession_prob,0.9394173417582864,0.3327311700073929,1.0
1981-07-31,0.8889932423975655,0.0003177112713947,0.0098408476095977,0.1008481987214421,recession_prob,0.9394173417582864,0.3128469176190563,0.9826829918295618
1981-08-31,0.8889932423975655,0.0003177112713947,0.0098408476095977,0.1008481987214421,recession_prob,0.9394173417582864,0.3097310455919702,0.978509538801783
1981-09-30,0.8295192501697297,0.0109339592713688,0.0009911136745377,0.1585556768843638,recession_prob,0.9087970886119116,0.2679356073196364,0.8959515959625515
1981-10-31,0.8295192501697297,0.0109339592713688,0.0009911136745377,0.1585556768843638,recession_prob,0.9087970886119116,0.2241532370360774,0.8386493572029008
1981-11-30,0.8295192501697297,0.0109339592713688,0.0009911136745377,0.1585556768843638,recession_prob,0.9087970886119116,0.1663332152437195,0.7629746810175855
1981-12-31,0.9954240068164026,1.2993991080313284e-05,0.002959545284593,0.0016034539079239,recession_prob,0.9962257337703646,0.1380590919753357,0.7904970972591521
1982-01-31,0.9954240068164026,1.2993991080313284e-05,0.002959545284593,0.0016034539079239,recession_prob,0.9962257337703646,0.1267178870990131,0.7746622151588686
1982-02-28,0.9954240068164026,1.2993991080313284e-05,0.002959545284593,0.0016034539079239,recession_prob,0.9962257337703646,0.1247615499767404,0.7719307269248211
1982-03-31,0.9827647723565938,1.581016351813437e-07,0.0171241831268884,0.0001108864148824,recession_prob,0.982820215564035,0.1101078282496397,0.7419514601338755
1982-04-30,0.9827647723565938,1.581016351813437e-07,0.0171241831268884,0.0001108864148824,recession_prob,0.982820215564035,0.1030880248678766,0.7322443341082887
1982-05-31,0.9827647723565938,1.581016351813437e-07,0.0171241831268884,0.0001108864148824,recession_prob,0.982820215564035,0.1000216028673567,0.7280040237765195
1982-06-30,0.9523392625475088,0.0061799130138101,0.0102161083993257,0.0312647160393552,recession_prob,0.9679716205671864,0.0979397126427305,0.7147617197620725
1982-07-31,0.9523392625475088,0.0061799130138101,0.0102161083993257,0.0312647160393552,recession_prob,0.9679716205671864,0.0935527914114149,0.708760536015969
1982-08-31,0.9523392625475088,0.0061799130138101,0.0102161083993257,0.0312647160393552,recession_prob,0.9679716205671864,0.0917393212222308,0.7062797602624207
1982-09-30,0.9352056166825716,0.0007107464300007,0.0423735192912427,0.0217101175961847,recession_prob,0.946060675480664,0.0933639864892395,0.6933099960076716
1982-10-31,0.9352056166825716,0.0007107464300007,0.0423735192912427,0.0217101175961847,recession_prob,0.946060675480664,0.0992671983922456,0.7012560774093375
1982-11-30,0.9352056166825716,0.0007107464300007,0.0423735192912427,0.0217101175961847,recession_prob,0.946060675480664,0.1061299536937283,0.7104937624461098
1982-12-31,0.7105994831551623,0.0003406027258028,0.1325949081535793,0.1564650059654556,recession_prob,0.7888319861378901,0.1251521647778868,0.6220840883050858
1983-01-31,0.7105994831551623,0.0003406027258028,0.1325949081535793,0.1564650059654556,recession_prob,0.7888319861378901,0.1543079181561858,0.6567453805011554
1983-02-28,0.7105994831551623,0.0003406027258028,0.1325949081535793,0.1564650059654556,recession_prob,0.7888319861378901,0.2034658419562897,0.715185892686848
1983-03-31,0.1245132610116573,6.764226797353023e-05,0.1200692160326027,0.7553498806877664,ralentissement_prob,0.5021882013555405,0.2641852586377579,0.5396577441283714
1983-04-30,0.1245132610116573,6.764226797353023e-05,0.1200692160326027,0.7553498806877664,ralentissement_prob,0.5021882013555405,0.3369163875581212,0.6052749105115919
1983-05-31,0.1245132610116573,6.764226797353023e-05,0.1200692160326027,0.7553498806877664,ralentissement_prob,0.5021882013555405,0.4178352357688503,0.6782789406345916
1983-06-30,0.0031843588276843,1.1214777597062473e-06,0.0557020130372896,0.9411125066572662,ralentissement_prob,0.4737406121563174,0.4879080299459368,0.7105494280547361
1983-07-31,0.0031843588276843,1.1214777597062473e-06,0.0557020130372896,0.9411125066572662,ralentissement_prob,0.4737406121563174,0.5747929978624423,0.7864643531092856
1983-08-31,0.0031843588276843,1.1214777597062473e-06,0.0557020130372896,0.9411125066572662,ralentissement_prob,0.4737406121563174,0.5889675761923134,0.7988492578562849
1983-09-30,0.0011551872653763,2.656430368927979e-06,0.0075042250773464,0.9913379312269084,ralentissement_prob,0.4968241528788305,0.6631266819812923,0.8928025165465205
1983-10-31,0.0011551872653763,2.656430368927979e-06,0.0075042250773464,0.9913379312269084,ralentissement_prob,0.4968241528788305,0.6816935259437484,0.9094537106547835
1983-11-30,0.0011551872653763,2.656430368927979e-06,0.0075042250773464,0.9913379312269084,ralentissement_prob,0.4968241528788305,0.7092916986116412,0.9342044184786702
1983-12-31,0.0009917333616079,6.0491178369336886e-05,0.001243178026896,0.9977045974331266,ralentissement_prob,0.4998440320781713,0.7519095410427293,0.9765077324168396
